customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-00625,Female,0,No,No,52,Two year,DSL,No,No,Yes,Mailed check,44.94,2285.95,No
CUST-00626,Male,0,Yes,No,22,One year,Fiber optic,No,No,Yes,Credit card (automatic),50.67,1064.62,No
CUST-00627,Male,0,Yes,No,2,Month-to-month,Fiber optic,No,No,Yes,Electronic check,56.54,87.31,Yes
CUST-00628,Male,0,Yes,No,51,Month-to-month,Fiber optic,Yes,No,Yes,Credit card (automatic),64.37,3326.59,No
CUST-00629,Female,0,No,No,48,Month-to-month,Fiber optic,Yes,No,No,Bank transfer (automatic),70.14,3330.83,No
CUST-00630,Male,0,No,No,7,One year,DSL,No,Yes,Yes,Credit card (automatic),74.26,572.47,No
CUST-00631,Female,0,Yes,No,45,Month-to-month,Fiber optic,Yes,Yes,No,Credit card (automatic),73.79,3388.92,No
CUST-00632,Male,0,Yes,No,5,One year,Fiber optic,No,Yes,No,Electronic check,96.08,494.65,Yes
CUST-00633,Male,1,Yes,No,46,Two year,DSL,No,No,Yes,Credit card (automatic),66.21,3107.12,Yes
CUST-00634,Male,1,Yes,No,54,Month-to-month,No,Yes,No,No,Mailed check,38.95,2035.24,No
CUST-00635,Male,0,No,Yes,1,Month-to-month,Fiber optic,No,No,Yes,Mailed check,32.82,4.91,Yes
CUST-00636,Female,0,No,No,53,One year,No,No,Yes,Yes,Credit card (automatic),97.72,5188.63,No
CUST-00637,Male,0,Yes,No,8,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,75.19,612.68,No
CUST-00638,Male,0,Yes,Yes,19,One year,DSL,No,No,Yes,Bank transfer (automatic),69.13,1384.93,No
CUST-00639,Female,0,Yes,No,51,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),73.98,3723.04,No
CUST-00640,Female,1,No,No,25,Month-to-month,Fiber optic,No,No,Yes,Mailed check,68.21,1678.4,No
CUST-00641,Female,1,No,Yes,71,One year,DSL,Yes,No,Yes,Credit card (automatic),73.66,5225.61,No
CUST-00642,Female,0,No,Yes,69,Month-to-month,Fiber optic,Yes,Yes,No,Credit card (automatic),57.55,3945.02,No
CUST-00643,Female,0,Yes,Yes,72,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),86.1,6147.07,No
CUST-00644,Male,0,No,No,7,Month-to-month,DSL,No,No,No,Bank transfer (automatic),54.5,357.67,Yes
CUST-00645,Female,0,Yes,No,12,Month-to-month,No,No,Yes,Yes,Electronic check,46.93,550.88,No
CUST-00646,Male,1,No,No,13,Two year,DSL,No,No,No,Bank transfer (automatic),31.18,477.72,Yes
CUST-00647,Male,0,No,Yes,42,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),60.25,2479.49,No
CUST-00648,Female,1,No,Yes,31,Month-to-month,No,No,Yes,No,Credit card (automatic),90.35,2841.61,No
CUST-00649,Female,0,No,No,54,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),55.85,3079.51,No
CUST-00650,Female,0,Yes,Yes,20,Month-to-month,DSL,Yes,No,No,Credit card (automatic),37.43,722.97,No
CUST-00651,Male,0,No,No,14,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),70.7,1002.79,Yes
CUST-00652,Female,0,Yes,No,47,One year,Fiber optic,No,No,No,Bank transfer (automatic),51.98,2471.86,No
CUST-00653,Male,0,Yes,No,45,Month-to-month,No,No,Yes,Yes,Credit card (automatic),95.97,4339.2,No
CUST-00654,Female,0,Yes,No,50,One year,DSL,Yes,No,Yes,Electronic check,86.49,4328.61,No
CUST-00655,Female,0,Yes,No,22,Month-to-month,DSL,No,Yes,No,Bank transfer (automatic),39.58,836.82,No
CUST-00656,Female,1,Yes,No,38,Month-to-month,Fiber optic,No,Yes,No,Bank transfer (automatic),61.52,2370.88,Yes
CUST-00657,Female,0,Yes,No,67,Month-to-month,DSL,No,Yes,No,Mailed check,49.89,3323.91,No
CUST-00658,Female,0,No,Yes,44,One year,No,Yes,No,No,Bank transfer (automatic),41.79,1840.19,No
CUST-00659,Male,0,Yes,Yes,68,Two year,Fiber optic,No,No,Yes,Credit card (automatic),63.88,4352.63,No
CUST-00660,Male,0,Yes,No,31,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),81.36,2564.96,No
CUST-00661,Male,0,No,No,3,Two year,No,No,No,Yes,Mailed check,63.37,286.51,Yes
CUST-00662,Female,0,No,No,55,Month-to-month,Fiber optic,Yes,No,No,Mailed check,54.68,2970.51,No
CUST-00663,Male,0,Yes,Yes,33,One year,No,No,No,Yes,Bank transfer (automatic),20.88,691.67,No
CUST-00664,Male,0,Yes,Yes,3,One year,Fiber optic,No,No,Yes,Bank transfer (automatic),51.68,80.82,Yes
CUST-00665,Female,1,No,No,10,Month-to-month,DSL,No,Yes,No,Mailed check,76.04,834.47,No
CUST-00666,Female,0,No,No,22,Month-to-month,No,No,Yes,Yes,Bank transfer (automatic),38.16,841.71,No
CUST-00667,Female,1,Yes,No,13,Month-to-month,Fiber optic,No,No,Yes,Mailed check,90.65,1163.47,No
CUST-00668,Female,0,No,No,49,One year,No,No,No,Yes,Credit card (automatic),53.33,2615.78,No
CUST-00669,Female,0,Yes,Yes,44,Month-to-month,DSL,No,Yes,Yes,Bank transfer (automatic),68.87,3035.42,Yes
CUST-00670,Male,0,Yes,No,24,Two year,DSL,No,No,Yes,Credit card (automatic),57.02,1331.89,No
CUST-00671,Female,0,No,No,6,Month-to-month,No,No,No,No,Mailed check,41.47,308.22,No
CUST-00672,Female,0,No,No,5,Two year,DSL,No,No,No,Mailed check,73.81,401.29,No
CUST-00673,Female,0,No,No,69,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,53.04,3698.97,No
CUST-00674,Male,0,Yes,No,25,One year,Fiber optic,No,Yes,No,Bank transfer (automatic),48.34,1174.5,No
CUST-00675,Female,0,Yes,Yes,7,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),18.0,89.29,Yes
CUST-00676,Female,0,Yes,No,51,Month-to-month,DSL,Yes,No,Yes,Bank transfer (automatic),91.05,4637.87,No
CUST-00677,Female,0,Yes,No,63,Month-to-month,No,No,No,Yes,Credit card (automatic),65.12,4142.56,No
CUST-00678,Male,0,Yes,No,8,One year,DSL,Yes,Yes,No,Bank transfer (automatic),87.13,722.12,No
CUST-00679,Female,0,No,No,68,Month-to-month,Fiber optic,No,Yes,Yes,Credit card (automatic),77.4,5224.32,No
CUST-00680,Female,1,No,No,52,One year,Fiber optic,No,No,No,Electronic check,87.13,4564.15,No
CUST-00681,Female,0,No,Yes,18,Two year,Fiber optic,No,Yes,No,Mailed check,53.72,918.35,No
CUST-00682,Male,1,Yes,No,56,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),37.55,2069.72,No
CUST-00683,Female,0,Yes,No,30,Month-to-month,DSL,Yes,No,Yes,Mailed check,80.25,2415.39,Yes
CUST-00684,Female,0,No,Yes,46,Month-to-month,No,No,No,No,Bank transfer (automatic),67.6,3051.03,No
CUST-00685,Male,0,Yes,No,9,Month-to-month,DSL,No,Yes,Yes,Bank transfer (automatic),55.67,452.85,No
CUST-00686,Female,0,No,No,17,Month-to-month,DSL,Yes,No,Yes,Mailed check,79.85,1435.06,No
CUST-00687,Male,0,Yes,No,56,One year,No,Yes,No,No,Bank transfer (automatic),71.16,4053.27,No
CUST-00688,Female,0,No,No,58,Month-to-month,DSL,No,No,Yes,Credit card (automatic),77.78,4625.73,No
CUST-00689,Male,0,No,No,0,Month-to-month,DSL,No,No,No,Bank transfer (automatic),44.55,22.53,Yes
CUST-00690,Female,1,No,No,15,One year,No,Yes,No,No,Credit card (automatic),84.55,1300.49,Yes
CUST-00691,Female,0,No,No,44,Month-to-month,DSL,Yes,Yes,No,Electronic check,64.91,2848.29,No
CUST-00692,Female,0,No,No,66,One year,DSL,No,No,Yes,Credit card (automatic),86.7,5704.68,No
CUST-00693,Female,0,Yes,Yes,49,Two year,Fiber optic,No,No,Yes,Credit card (automatic),84.37,4177.73,No
CUST-00694,Female,0,No,No,51,Month-to-month,No,No,No,Yes,Credit card (automatic),78.73,4083.33,No
CUST-00695,Male,0,No,No,28,Month-to-month,No,No,No,No,Bank transfer (automatic),62.78,1797.17,No
CUST-00696,Male,0,No,No,3,Two year,Fiber optic,No,No,Yes,Mailed check,79.19,195.58,No
CUST-00697,Female,0,Yes,No,55,One year,No,Yes,Yes,No,Bank transfer (automatic),87.22,4816.68,No
CUST-00698,Female,0,Yes,Yes,58,One year,DSL,No,Yes,No,Credit card (automatic),77.13,4435.03,No
CUST-00699,Male,0,No,No,32,One year,Fiber optic,No,No,Yes,Credit card (automatic),69.05,2193.38,No
CUST-00700,Male,0,No,Yes,36,Month-to-month,DSL,No,No,No,Credit card (automatic),79.24,2934.45,No
CUST-00701,Female,0,Yes,Yes,17,Month-to-month,No,No,Yes,Yes,Credit card (automatic),54.49,866.35,No
CUST-00702,Female,1,Yes,No,33,One year,No,No,No,Yes,Bank transfer (automatic),95.28,3252.67,No
CUST-00703,Male,1,Yes,Yes,17,One year,DSL,No,No,Yes,Mailed check,31.36,560.6,No
CUST-00704,Male,0,Yes,No,30,One year,No,Yes,No,No,Electronic check,65.69,1947.39,No
CUST-00705,Male,0,Yes,No,9,Month-to-month,Fiber optic,Yes,Yes,No,Credit card (automatic),56.88,515.33,No
CUST-00706,Female,0,Yes,No,44,Two year,DSL,No,Yes,Yes,Electronic check,52.18,2261.67,No
CUST-00707,Male,0,Yes,No,18,Month-to-month,Fiber optic,No,No,Yes,Electronic check,71.1,1252.45,Yes
CUST-00708,Female,0,No,No,52,Month-to-month,No,Yes,No,Yes,Mailed check,42.49,2213.14,No
CUST-00709,Male,0,Yes,No,37,Month-to-month,DSL,No,Yes,Yes,Bank transfer (automatic),108.04,3981.03,No
CUST-00710,Male,0,Yes,No,65,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),37.96,2420.75,No
CUST-00711,Female,1,Yes,No,16,One year,No,No,No,No,Mailed check,45.97,724.45,No
CUST-00712,Female,0,Yes,No,19,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),44.09,771.98,Yes
CUST-00713,Female,1,No,No,17,One year,Fiber optic,Yes,No,Yes,Credit card (automatic),68.97,1108.9,No
CUST-00714,Female,0,No,No,46,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),85.29,3859.24,No
CUST-00715,Female,1,Yes,Yes,7,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),75.52,612.21,Yes
CUST-00716,Female,0,Yes,Yes,50,Month-to-month,DSL,No,No,No,Credit card (automatic),94.45,4742.78,No
CUST-00717,Female,0,Yes,No,59,Month-to-month,DSL,No,Yes,No,Electronic check,48.45,2888.34,No
CUST-00718,Male,1,Yes,No,49,One year,No,Yes,No,Yes,Electronic check,78.17,3830.89,No
CUST-00719,Male,1,Yes,No,9,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,58.93,555.68,Yes
CUST-00720,Female,0,Yes,No,35,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,69.56,2493.39,No
CUST-00721,Male,0,Yes,No,38,Month-to-month,No,No,No,No,Credit card (automatic),87.17,3332.85,Yes
CUST-00722,Female,0,No,No,28,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),31.15,954.22,No
CUST-00723,Female,0,Yes,No,34,Month-to-month,No,No,Yes,Yes,Credit card (automatic),104.82,3562.02,No
CUST-00724,Male,0,Yes,No,55,Two year,Fiber optic,No,No,Yes,Mailed check,62.1,3445.45,Yes
CUST-00725,Female,1,No,Yes,60,Month-to-month,No,Yes,Yes,Yes,Credit card (automatic),32.87,2007.4,No
CUST-00726,Male,0,Yes,Yes,21,Month-to-month,DSL,No,Yes,Yes,Credit card (automatic),51.14,1027.34,Yes
CUST-00727,Female,0,Yes,No,24,Two year,DSL,No,No,Yes,Electronic check,67.05,1611.34,No
CUST-00728,Male,0,Yes,Yes,15,One year,Fiber optic,Yes,No,No,Credit card (automatic),51.14,675.03,No
CUST-00729,Male,0,Yes,No,29,Month-to-month,No,No,No,No,Electronic check,24.04,690.67,Yes
CUST-00730,Female,0,Yes,No,39,One year,No,No,No,Yes,Mailed check,66.94,2596.7,Yes
CUST-00731,Female,0,No,Yes,52,Two year,Fiber optic,No,No,No,Electronic check,50.57,2612.69,No
CUST-00732,Male,0,No,Yes,19,Month-to-month,Fiber optic,Yes,No,No,Bank transfer (automatic),78.02,1462.0,No
CUST-00733,Female,0,Yes,No,15,Month-to-month,DSL,No,No,Yes,Electronic check,43.63,680.05,No
CUST-00734,Female,1,Yes,No,2,Two year,Fiber optic,No,Yes,Yes,Credit card (automatic),110.23,176.17,Yes
CUST-00735,Male,0,No,No,6,One year,No,No,No,Yes,Mailed check,75.27,544.62,Yes
CUST-00736,Female,1,No,Yes,3,Two year,No,Yes,No,Yes,Credit card (automatic),68.94,235.19,No
CUST-00737,Female,0,Yes,No,15,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,77.46,1121.75,Yes
CUST-00738,Male,0,Yes,No,50,Two year,No,No,Yes,Yes,Bank transfer (automatic),28.57,1460.86,No
CUST-00739,Female,0,Yes,No,56,Month-to-month,DSL,No,Yes,Yes,Bank transfer (automatic),55.06,3133.1,No
CUST-00740,Female,0,No,No,71,One year,Fiber optic,Yes,No,Yes,Credit card (automatic),100.66,7165.32,No
CUST-00741,Female,0,Yes,Yes,39,Two year,Fiber optic,No,No,Yes,Mailed check,58.6,2235.11,Yes
CUST-00742,Female,0,Yes,No,33,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),63.74,2215.28,No
CUST-00743,Female,0,Yes,No,65,Month-to-month,Fiber optic,No,Yes,No,Mailed check,55.67,3650.52,No
CUST-00744,Male,0,Yes,No,10,One year,Fiber optic,No,No,Yes,Electronic check,94.29,880.52,Yes
CUST-00745,Female,0,Yes,No,46,Two year,DSL,No,No,Yes,Credit card (automatic),60.11,2775.52,Yes
CUST-00746,Male,0,No,Yes,59,Month-to-month,DSL,No,No,No,Bank transfer (automatic),39.96,2346.62,No
CUST-00747,Female,0,No,Yes,36,Two year,Fiber optic,No,No,Yes,Mailed check,116.58,4197.2,No
CUST-00748,Male,0,Yes,Yes,19,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),37.5,652.81,Yes
CUST-00749,Male,0,Yes,No,45,Month-to-month,Fiber optic,Yes,No,Yes,Credit card (automatic),63.05,2839.97,No
CUST-00750,Male,0,No,Yes,72,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),48.16,3425.96,No
CUST-00751,Female,0,Yes,No,17,Two year,DSL,No,No,Yes,Mailed check,50.97,849.01,No
CUST-00752,Male,0,Yes,Yes,41,Month-to-month,No,No,No,Yes,Electronic check,43.8,1815.17,No
CUST-00753,Male,0,Yes,No,3,One year,Fiber optic,No,No,No,Mailed check,54.2,138.77,Yes
CUST-00754,Female,0,No,No,16,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,84.68,1340.36,No
CUST-00755,Female,1,No,No,55,Two year,Fiber optic,Yes,No,Yes,Electronic check,26.96,1523.81,No
CUST-00756,Male,0,No,Yes,36,Two year,DSL,No,No,Yes,Bank transfer (automatic),90.22,3203.49,No
CUST-00757,Female,1,No,No,14,Month-to-month,DSL,No,No,No,Mailed check,86.77,1182.36,Yes
CUST-00758,Male,0,Yes,Yes,24,Month-to-month,DSL,No,No,Yes,Credit card (automatic),75.18,1741.59,No
CUST-00759,Male,0,Yes,No,8,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,67.52,499.02,Yes
CUST-00760,Female,0,Yes,No,56,Month-to-month,DSL,Yes,No,No,Bank transfer (automatic),70.53,3956.14,No
CUST-00761,Male,0,No,No,68,Two year,DSL,No,No,Yes,Bank transfer (automatic),93.47,6387.93,No
CUST-00762,Female,1,No,Yes,7,One year,No,Yes,No,No,Electronic check,30.08,170.25,No
CUST-00763,Female,0,Yes,No,17,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,79.55,1382.84,Yes
CUST-00764,Female,0,No,No,62,One year,Fiber optic,No,Yes,No,Credit card (automatic),50.08,3110.22,Yes
CUST-00765,Male,0,Yes,No,64,Month-to-month,Fiber optic,No,No,Yes,Mailed check,81.51,5147.51,No
CUST-00766,Female,0,Yes,No,56,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),52.73,2961.61,No
CUST-00767,Female,0,Yes,No,52,Month-to-month,DSL,Yes,No,Yes,Bank transfer (automatic),79.14,4175.0,No
CUST-00768,Male,0,No,Yes,62,Month-to-month,No,No,No,No,Credit card (automatic),34.03,2015.25,No
CUST-00769,Male,0,No,No,27,One year,Fiber optic,No,No,Yes,Bank transfer (automatic),31.15,941.31,No
CUST-00770,Male,1,No,No,65,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),62.74,4047.57,Yes
CUST-00771,Female,0,No,No,64,One year,No,No,No,No,Credit card (automatic),93.71,5914.98,No
CUST-00772,Female,0,No,Yes,16,Month-to-month,DSL,No,No,Yes,Electronic check,75.73,1218.6,No
CUST-00773,Male,0,No,No,5,One year,Fiber optic,Yes,No,Yes,Credit card (automatic),75.58,419.45,No
CUST-00774,Female,1,No,No,38,Month-to-month,DSL,No,Yes,Yes,Credit card (automatic),82.2,3109.58,No
CUST-00775,Female,1,Yes,Yes,55,Month-to-month,Fiber optic,No,No,No,Electronic check,57.06,3153.88,Yes
CUST-00776,Female,0,No,No,62,Month-to-month,No,No,Yes,Yes,Mailed check,77.21,4893.01,No
CUST-00777,Male,0,No,No,10,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,53.41,544.38,No
CUST-00778,Male,0,No,No,27,Month-to-month,No,Yes,No,No,Credit card (automatic),58.72,1734.56,No
CUST-00779,Male,1,Yes,No,56,Month-to-month,Fiber optic,Yes,No,No,Mailed check,61.2,3490.43,No
CUST-00780,Female,0,No,No,4,One year,Fiber optic,No,No,Yes,Electronic check,54.09,218.94,Yes
CUST-00781,Female,0,No,No,52,Month-to-month,DSL,No,No,Yes,Electronic check,63.68,3325.94,Yes
CUST-00782,Female,0,Yes,No,21,One year,Fiber optic,No,No,Yes,Credit card (automatic),59.91,1242.14,Yes
CUST-00783,Male,0,No,No,1,One year,Fiber optic,Yes,No,Yes,Electronic check,50.85,63.33,No
CUST-00784,Male,0,Yes,No,17,Month-to-month,DSL,Yes,No,Yes,Mailed check,62.19,1085.31,No
CUST-00785,Male,0,Yes,Yes,54,One year,Fiber optic,No,No,No,Bank transfer (automatic),68.11,3657.73,No
CUST-00786,Female,0,Yes,Yes,63,Month-to-month,DSL,Yes,No,No,Electronic check,43.0,2640.0,No
CUST-00787,Male,1,No,No,5,One year,No,No,Yes,Yes,Electronic check,73.35,432.81,Yes
CUST-00788,Female,0,No,No,33,One year,DSL,Yes,No,Yes,Credit card (automatic),55.13,1867.96,Yes
CUST-00789,Female,0,Yes,No,14,One year,Fiber optic,No,No,Yes,Mailed check,68.96,894.59,Yes
CUST-00790,Male,0,No,Yes,49,Month-to-month,No,No,No,No,Mailed check,51.69,2541.36,Yes
CUST-00791,Male,1,Yes,No,56,One year,Fiber optic,No,No,No,Credit card (automatic),86.01,4867.91,No
CUST-00792,Male,0,Yes,No,70,Month-to-month,No,No,No,No,Electronic check,84.12,5934.59,Yes
CUST-00793,Female,0,No,No,25,Month-to-month,No,No,No,No,Mailed check,44.01,1065.55,No
CUST-00794,Female,0,No,Yes,21,Month-to-month,DSL,No,No,No,Credit card (automatic),75.5,1634.61,No
CUST-00795,Male,0,No,No,22,Month-to-month,Fiber optic,Yes,No,No,Credit card (automatic),93.93,2067.21,Yes
CUST-00796,Male,0,No,No,55,One year,Fiber optic,No,Yes,No,Mailed check,46.04,2551.63,No
CUST-00797,Female,0,No,No,32,Two year,DSL,Yes,No,Yes,Credit card (automatic),47.62,1477.87,No
CUST-00798,Male,0,Yes,Yes,1,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),79.7,0.0,Yes
CUST-00799,Male,0,Yes,Yes,69,One year,DSL,No,Yes,Yes,Bank transfer (automatic),38.86,2642.47,No
CUST-00800,Male,0,Yes,No,7,One year,No,No,No,Yes,Credit card (automatic),49.45,372.98,No
CUST-00801,Male,1,No,No,67,Two year,Fiber optic,Yes,No,Yes,Bank transfer (automatic),44.71,2985.3,No
CUST-00802,Male,0,No,No,11,One year,Fiber optic,Yes,No,Yes,Mailed check,79.95,911.96,No
CUST-00803,Female,0,No,Yes,39,Month-to-month,Fiber optic,Yes,No,No,Bank transfer (automatic),51.15,2050.16,Yes
CUST-00804,Female,0,Yes,No,22,Month-to-month,No,No,Yes,Yes,Electronic check,59.31,1288.29,No
CUST-00805,Female,0,Yes,No,50,One year,Fiber optic,No,Yes,Yes,Mailed check,50.03,2480.05,No
CUST-00806,Female,0,No,Yes,29,Month-to-month,No,No,No,No,Bank transfer (automatic),87.97,2441.79,No
CUST-00807,Female,0,No,No,26,Two year,No,No,Yes,Yes,Mailed check,47.81,1165.68,Yes
CUST-00808,Male,0,Yes,No,34,Two year,DSL,Yes,No,Yes,Bank transfer (automatic),36.85,1185.9,No
CUST-00809,Male,0,Yes,No,70,Two year,DSL,No,No,Yes,Mailed check,36.06,2552.03,No
CUST-00810,Female,1,Yes,No,17,Month-to-month,DSL,No,No,Yes,Electronic check,78.87,1324.76,No
CUST-00811,Male,1,Yes,No,16,One year,Fiber optic,No,No,No,Electronic check,80.32,1258.41,No
CUST-00812,Female,0,Yes,No,4,One year,Fiber optic,No,Yes,Yes,Bank transfer (automatic),89.97,327.44,Yes
CUST-00813,Female,0,Yes,Yes,53,Month-to-month,DSL,No,No,No,Electronic check,39.78,2069.39,Yes
CUST-00814,Male,0,No,No,49,Month-to-month,No,Yes,No,Yes,Mailed check,60.38,3004.79,No
CUST-00815,Female,0,Yes,Yes,44,Month-to-month,DSL,No,No,No,Bank transfer (automatic),113.55,5000.87,No
CUST-00816,Female,0,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,Electronic check,58.95,108.52,Yes
CUST-00817,Male,0,Yes,No,57,Two year,Fiber optic,No,Yes,Yes,Mailed check,53.73,2952.94,No
CUST-00818,Male,0,No,No,59,Two year,Fiber optic,Yes,No,Yes,Mailed check,64.58,3836.86,No
CUST-00819,Female,0,Yes,No,68,Month-to-month,DSL,No,Yes,Yes,Mailed check,75.6,5116.61,No
CUST-00820,Female,1,Yes,No,67,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),75.26,5028.35,No
CUST-00821,Male,0,Yes,Yes,19,Month-to-month,Fiber optic,Yes,Yes,No,Credit card (automatic),52.71,1069.13,No
CUST-00822,Female,0,No,No,51,Month-to-month,DSL,No,No,Yes,Mailed check,53.3,2698.81,Yes
CUST-00823,Male,0,No,Yes,29,Month-to-month,Fiber optic,No,Yes,No,Credit card (automatic),59.07,1737.62,No
CUST-00824,Female,0,Yes,No,43,One year,Fiber optic,No,No,Yes,Electronic check,50.4,2116.3,No
CUST-00825,Female,0,Yes,No,24,One year,Fiber optic,Yes,Yes,No,Mailed check,40.3,969.01,No
CUST-00826,Male,1,Yes,Yes,47,Two year,Fiber optic,No,Yes,Yes,Credit card (automatic),101.16,4674.96,No
CUST-00827,Female,0,No,No,69,Two year,Fiber optic,No,Yes,Yes,Electronic check,56.86,3920.47,No
CUST-00828,Female,0,No,No,47,Month-to-month,No,No,Yes,Yes,Mailed check,58.0,2745.27,No
CUST-00829,Female,0,Yes,No,67,One year,Fiber optic,No,No,Yes,Credit card (automatic),58.62,3982.86,No
CUST-00830,Male,0,Yes,No,68,Month-to-month,DSL,No,No,No,Credit card (automatic),63.39,4269.63,No
CUST-00831,Male,0,No,Yes,8,Month-to-month,No,No,Yes,Yes,Credit card (automatic),73.7,563.15,Yes
CUST-00832,Male,0,No,No,70,Month-to-month,DSL,No,No,Yes,Credit card (automatic),55.7,3866.79,No
CUST-00833,Male,0,Yes,Yes,59,Month-to-month,No,No,No,No,Credit card (automatic),87.79,5166.91,No
CUST-00834,Male,0,Yes,No,31,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,76.96,2337.56,Yes
CUST-00835,Female,0,Yes,Yes,43,Month-to-month,DSL,Yes,No,Yes,Mailed check,61.18,2522.88,Yes
CUST-00836,Female,0,No,No,45,Month-to-month,Fiber optic,No,No,No,Mailed check,51.68,2273.46,Yes
CUST-00837,Female,1,No,No,57,Two year,DSL,Yes,No,Yes,Electronic check,86.7,4939.45,No
CUST-00838,Male,0,No,Yes,58,Month-to-month,No,No,No,No,Electronic check,61.76,3574.67,Yes
CUST-00839,Male,0,No,No,7,Month-to-month,No,Yes,No,Yes,Credit card (automatic),40.14,308.59,No
CUST-00840,Female,0,Yes,No,0,Two year,Fiber optic,No,No,Yes,Electronic check,85.42,42.11,Yes
CUST-00841,Male,0,Yes,Yes,17,One year,Fiber optic,No,No,Yes,Bank transfer (automatic),50.47,835.51,No
CUST-00842,Female,0,Yes,No,38,Month-to-month,Fiber optic,No,No,Yes,Electronic check,82.37,3050.77,No
CUST-00843,Female,0,No,No,61,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),18.0,1118.16,No
CUST-00844,Male,0,No,No,47,Month-to-month,DSL,Yes,No,Yes,Mailed check,57.63,2708.12,No
CUST-00845,Male,0,Yes,No,9,Month-to-month,No,No,No,No,Electronic check,88.2,780.88,No
CUST-00846,Male,0,Yes,No,52,Month-to-month,DSL,No,No,Yes,Mailed check,65.1,3446.22,No
CUST-00847,Male,1,No,No,34,Month-to-month,DSL,No,Yes,No,Bank transfer (automatic),76.96,2639.17,No
CUST-00848,Male,0,No,Yes,26,Two year,DSL,No,Yes,Yes,Credit card (automatic),46.96,1227.1,No
CUST-00849,Female,0,No,Yes,56,Month-to-month,No,No,Yes,No,Mailed check,71.95,4037.39,No
CUST-00850,Female,0,Yes,Yes,21,One year,No,Yes,Yes,Yes,Mailed check,65.08,1409.17,No
CUST-00851,Female,0,No,No,45,One year,Fiber optic,No,No,No,Bank transfer (automatic),69.87,3109.67,No
CUST-00852,Female,1,No,No,13,Two year,DSL,No,No,Yes,Mailed check,105.79,1331.26,No
CUST-00853,Female,0,No,No,27,Month-to-month,No,No,Yes,Yes,Electronic check,91.09,2447.72,No
CUST-00854,Male,0,No,Yes,40,Month-to-month,Fiber optic,No,No,Yes,Electronic check,80.84,3174.7,Yes
CUST-00855,Male,0,No,No,45,Two year,No,No,Yes,No,Mailed check,81.09,3646.78,No
CUST-00856,Female,0,No,No,67,One year,No,No,No,No,Mailed check,46.82,3141.79,No
CUST-00857,Male,0,No,No,21,Month-to-month,Fiber optic,No,No,No,Electronic check,55.58,1163.74,Yes
CUST-00858,Male,0,Yes,Yes,65,Month-to-month,DSL,No,Yes,Yes,Credit card (automatic),34.35,2214.68,No
CUST-00859,Female,1,Yes,No,59,One year,Fiber optic,Yes,No,Yes,Mailed check,39.61,2419.64,No
CUST-00860,Female,0,No,Yes,26,One year,No,No,No,Yes,Bank transfer (automatic),47.27,1276.05,No
CUST-00861,Female,0,No,Yes,10,One year,Fiber optic,No,No,No,Electronic check,64.42,639.34,No
CUST-00862,Female,0,Yes,No,18,Two year,No,Yes,No,Yes,Mailed check,40.5,733.65,No
CUST-00863,Male,0,Yes,No,48,Month-to-month,Fiber optic,No,No,No,Mailed check,64.22,3151.38,No
CUST-00864,Female,1,No,No,57,Month-to-month,No,No,Yes,No,Bank transfer (automatic),61.92,3500.21,No
CUST-00865,Female,0,No,No,44,One year,Fiber optic,No,No,Yes,Credit card (automatic),42.32,1813.8,No
CUST-00866,Female,0,No,No,52,Two year,DSL,Yes,Yes,No,Mailed check,95.51,4977.86,No
